"","dst","lambda","tr","ol"
"108",6,360,4.43299342319709,12.293701171875
"109",1,410,4.12134532131174,14.0011596679688
"110",2,410,4.28634314658178,14.0011596679688
"111",3,410,4.3259084144495,14.0011596679688
"112",4,410,4.11802831565667,14.0011596679688
"113",5,410,4.11665782240549,14.0011596679688
"114",6,410,4.28047105729438,14.0011596679688
"115",1,460,4.03645568074067,15.7086181640625
"116",2,460,4.1583001281694,15.7086181640625
"117",3,460,4.15363499932946,15.7086181640625
"118",4,460,3.98525243305724,15.7086181640625
"119",5,460,3.98241632769184,15.7086181640625
"120",6,460,4.16069754255961,15.7086181640625
"121",1,510,3.92646015308481,17.4160766601562
"122",2,510,4.07138054849186,17.4160766601562
"123",3,510,4.05948614779698,17.4160766601562
"124",4,510,3.9046509119997,17.4160766601562
"125",5,510,3.90769400277635,17.4160766601562
"126",6,510,4.08873933925177,17.4160766601562
"127",1,560,3.86492941768193,19.12353515625
"128",2,560,4.01185358926251,19.12353515625
"129",3,560,4.00183027549044,19.12353515625
"130",4,560,3.852445923836,19.12353515625
"131",5,560,3.84572302530049,19.12353515625
"132",6,560,4.00943689593587,19.12353515625
"133",1,60,1.72537756325416,2.0489501953125
"134",2,60,1.75373143985967,2.0489501953125
"135",3,60,1.74370009068338,2.0489501953125
"136",4,60,1.72686445195631,2.0489501953125
"137",5,60,1.76099524846036,2.0489501953125
"138",6,60,1.73896910429467,2.0489501953125
"139",1,610,3.81583925003647,20.8309936523438
"140",2,610,3.96647285578271,20.8309936523438
"141",3,610,3.97229149587501,20.8309936523438
"142",4,610,3.81342659974995,20.8309936523438
"143",5,610,3.79709905823569,20.8309936523438
"144",6,610,3.96034649914706,20.8309936523438
"145",1,660,3.7565320027452,22.5384521484375
"146",2,660,3.90520028506049,22.5384521484375
"147",3,660,3.92486009890071,22.5384521484375
"148",4,660,3.7319202331047,22.5384521484375
"149",5,660,3.73749652392397,22.5384521484375
"150",6,660,3.90938447408998,22.5384521484375
"151",1,710,3.75031507574902,24.2459106445312
"152",2,710,3.91204416820784,24.2459106445312
"153",3,710,3.89051638459422,24.2459106445312
"154",4,710,3.73925045974376,24.2459106445312
"155",5,710,3.69980154840018,24.2459106445312
"156",6,710,3.87119119910558,24.2459106445312
"157",1,760,3.67576218577601,25.953369140625
"158",2,760,3.83775914356345,25.953369140625
"159",3,760,3.83689371596815,25.953369140625
"160",4,760,3.69331004634118,25.953369140625
"161",5,760,3.6616383972482,25.953369140625
"162",6,760,3.83162002450658,25.953369140625
"163",1,810,3.66465998461756,27.6608276367188
"164",2,810,3.82410957937959,27.6608276367188
"165",3,810,3.81470565789632,27.6608276367188
"166",4,810,3.65345960844886,27.6608276367188
"167",5,810,3.66523269355748,27.6608276367188
"168",6,810,3.82679561482516,27.6608276367188
"169",1,860,3.64481998193943,29.3682861328125
"170",2,860,3.81605034312007,29.3682861328125
"171",3,860,3.81930251021093,29.3682861328125
"172",4,860,3.64022401981352,29.3682861328125
"173",5,860,3.62875903726815,29.3682861328125
"174",6,860,3.82492539216111,29.3682861328125
"175",1,910,3.68817626419243,31.0757446289062
"176",2,910,3.89486321820756,31.0757446289062
"177",3,910,3.8441668260234,31.0757446289062
"178",4,910,3.66511279825757,31.0757446289062
"179",5,910,3.68993507917099,31.0757446289062
"180",6,910,3.85574764101669,31.0757446289062
"181",1,960,3.6066953806844,32.783203125
"182",2,960,3.77633209684899,32.783203125
"183",3,960,3.7840855695777,32.783203125
"184",4,960,3.59979385408667,32.783203125
"185",5,960,3.61420166187898,32.783203125
"186",6,960,3.7865104371475,32.783203125
