"","dst","lambda","cr","ol"
"1472",2,1260,0.990475252885728,71.7132568359375
"1473",3,1260,0.753822984244671,71.7132568359375
"1474",4,1260,0.0488767673867796,71.7132568359375
"1475",5,1260,0.0904564645901378,71.7132568359375
"1476",6,1260,0.983463867581752,71.7132568359375
"1477",7,1260,0.00944584382871537,71.7132568359375
"1478",8,1260,0.740546953426824,71.7132568359375
"1479",9,1260,0.25338147989473,71.7132568359375
"1480",10,1260,0.0889669767999042,71.7132568359375
"1481",1,1260,0.0899685647208627,71.7132568359375
"1482",2,1260,0.990875084319617,71.7132568359375
"1483",3,1260,0.752286629769881,71.7132568359375
"1484",4,1260,0.0475920278033903,71.7132568359375
"1485",5,1260,0.0886055840184281,71.7132568359375
"1486",6,1260,0.983523120782128,71.7132568359375
"1487",7,1260,0.00904704463208685,71.7132568359375
"1488",8,1260,0.744538779949844,71.7132568359375
"1489",9,1260,0.266286846668318,71.7132568359375
"1490",10,1260,0.0906104029768031,71.7132568359375
"1491",1,1260,0.0885078960976968,71.7132568359375
"1492",2,1260,0.990527541204583,71.7132568359375
"1493",3,1260,0.751672362924663,71.7132568359375
"1494",4,1260,0.0487045164944075,71.7132568359375
"1495",5,1260,0.0877393879565647,71.7132568359375
"1496",6,1260,0.983494363929147,71.7132568359375
"1497",7,1260,0.0118898623279099,71.7132568359375
"1498",8,1260,0.746079995184639,71.7132568359375
"1499",9,1260,0.258479026379193,71.7132568359375
"1500",10,1260,0.0872269175570085,71.7132568359375
"1501",1,1260,0.0883231743755229,71.7132568359375
"1502",2,1260,0.991000269746683,71.7132568359375
"1503",3,1260,0.751729550607523,71.7132568359375
"1504",4,1260,0.0467115632612122,71.7132568359375
"1505",5,1260,0.0894919860905712,71.7132568359375
"1506",6,1260,0.984320051621229,71.7132568359375
"1507",7,1260,0.00836550836550837,71.7132568359375
"1508",8,1260,0.739630078835658,71.7132568359375
"1509",9,1260,0.25,71.7132568359375
"1510",10,1260,0.086932315278772,71.7132568359375
"1511",1,1260,0.0873303347530152,71.7132568359375
"1512",2,1260,0.990197758088991,71.7132568359375
"1513",3,1260,0.755991855730076,71.7132568359375
"1514",4,1260,0.053311563853198,71.7132568359375
"1515",5,1260,0.0876596417697995,71.7132568359375
"1516",6,1260,0.984493630163428,71.7132568359375
"1517",7,1260,0.00824873096446701,71.7132568359375
"1518",8,1260,0.742458976833977,71.7132568359375
"1519",9,1260,0.25386367834493,71.7132568359375
"1520",10,1260,0.0884182818856186,71.7132568359375
"1521",1,1260,0.0872315035799523,71.7132568359375
"1522",2,1260,0.990121729740343,71.7132568359375
"1523",3,1260,0.754093618006133,71.7132568359375
"1524",4,1260,0.051925820256776,71.7132568359375
"1525",5,1260,0.0871082903609679,71.7132568359375
"1526",6,1260,0.983749293271949,71.7132568359375
"1527",7,1260,0.0055045871559633,71.7132568359375
"1528",8,1260,0.73894141610677,71.7132568359375
"1529",9,1260,0.260755476902423,71.7132568359375
"1530",10,1260,0.0868858309870326,71.7132568359375
"1531",1,1260,0.0883116883116883,71.7132568359375
"1532",2,1260,0.99026017835895,71.7132568359375
"1533",3,1260,0.753097190717152,71.7132568359375
"1534",4,1260,0.0486811065837444,71.7132568359375
"1535",5,1260,0.0886408927859705,71.7132568359375
"1536",6,1260,0.982388295386797,71.7132568359375
"1537",7,1260,0.0145661811272958,71.7132568359375
"1538",8,1260,0.739758013160688,71.7132568359375
"1539",9,1260,0.252928122303045,71.7132568359375
"1540",10,1260,0.0867850884180341,71.7132568359375
"1541",1,1260,0.0865556571156062,71.7132568359375
"1542",2,1260,0.990052073098841,71.7132568359375
"1543",3,1260,0.751349312285996,71.7132568359375
"1544",4,1260,0.0547256637168142,71.7132568359375
"1545",5,1260,0.0857165586094427,71.7132568359375
"1546",6,1260,0.984245211224275,71.7132568359375
"1547",7,1260,0.0126823081800888,71.7132568359375
"1548",8,1260,0.739731425626724,71.7132568359375
"1549",9,1260,0.252790383907764,71.7132568359375
"1550",10,1260,0.0870558070590121,71.7132568359375
"1551",1,1260,0.0868821141447107,71.7132568359375
"1552",2,1260,0.990643432621678,71.7132568359375
"1553",3,1260,0.752470656426605,71.7132568359375
"1554",4,1260,0.0508245663918112,71.7132568359375
"1555",5,1260,0.0887363746467501,71.7132568359375
"1556",6,1260,0.984387121799845,71.7132568359375
"1557",7,1260,0.0039814200398142,71.7132568359375
"1558",8,1260,0.742538786167532,71.7132568359375
"1559",9,1260,0.241003875253737,71.7132568359375
"1560",10,1260,0.0863965441382345,71.7132568359375
"1561",1,1260,0.0891287772382519,71.7132568359375
"1562",2,1260,0.990422091893819,71.7132568359375
"1563",3,1260,0.750326873347474,71.7132568359375
"1564",4,1260,0.0470945421167832,71.7132568359375
"1565",5,1260,0.0892643659839005,71.7132568359375
"1566",6,1260,0.982617949627527,71.7132568359375
"1567",7,1260,0.00975292587776333,71.7132568359375
"1568",8,1260,0.741323684607267,71.7132568359375
"1569",9,1260,0.251433150465389,71.7132568359375
"1570",10,1260,0.0876476476476477,71.7132568359375
"1571",1,1260,0.0872761769239891,71.7132568359375
"1572",2,1260,0.99112320839617,71.7132568359375
"1573",3,1260,0.753633657930477,71.7132568359375
"1574",4,1260,0.0516216796735161,71.7132568359375
"1575",5,1260,0.0899563318777293,71.7132568359375
"1576",6,1260,0.984085903968879,71.7132568359375
"1577",7,1260,0.0110837438423645,71.7132568359375
"1578",8,1260,0.743196452435913,71.7132568359375
"1579",9,1260,0.256355019388195,71.7132568359375
"1580",10,1260,0.0902941765059035,71.7132568359375
"1581",1,1260,0.0905089628681178,71.7132568359375
"1582",2,1260,0.990520630488298,71.7132568359375
"1583",3,1260,0.751728947521358,71.7132568359375
"1584",4,1260,0.050386223513571,71.7132568359375
"1585",5,1260,0.0911764705882353,71.7132568359375
"1586",6,1260,0.98344718440644,71.7132568359375
"1587",7,1260,0.00770712909441233,71.7132568359375
"1588",8,1260,0.737809848736451,71.7132568359375
"1589",9,1260,0.256204963971177,71.7132568359375
"1590",10,1260,0.0893785983720469,71.7132568359375
"1591",1,1260,0.0879830893790133,71.7132568359375
"1592",2,1260,0.991107667330824,71.7132568359375
"1593",3,1260,0.758929342351418,71.7132568359375
"1594",4,1260,0.0528589946708915,71.7132568359375
"1595",5,1260,0.0873189995612111,71.7132568359375
"1596",6,1260,0.983431096826035,71.7132568359375
"1597",7,1260,0.00991325898389095,71.7132568359375
"1598",8,1260,0.742769286975583,71.7132568359375
"1599",9,1260,0.259778911564626,71.7132568359375
"1600",10,1260,0.0874275736169537,71.7132568359375
"1601",1,1260,0.089452076425075,71.7132568359375
"1602",2,1260,0.990352395330854,71.7132568359375
"1603",3,1260,0.752631885069505,71.7132568359375
"1604",4,1260,0.0529332672846932,71.7132568359375
"1605",5,1260,0.0892328613710903,71.7132568359375
"1606",6,1260,0.983313968499871,71.7132568359375
"1607",7,1260,0.0117139334155364,71.7132568359375
"1608",8,1260,0.742424242424242,71.7132568359375
"1609",9,1260,0.260925686889176,71.7132568359375
"1610",10,1260,0.0896529818152942,71.7132568359375
"1611",1,1260,0.0892344497607656,71.7132568359375
"1612",2,1260,0.991195448724264,71.7132568359375
"1613",3,1260,0.753410740203193,71.7132568359375
"1614",4,1260,0.0499285714285714,71.7132568359375
"1615",5,1260,0.0891215730157461,71.7132568359375
"1616",6,1260,0.983640973467048,71.7132568359375
"1617",7,1260,0.0111801242236025,71.7132568359375
"1618",8,1260,0.739952000486071,71.7132568359375
"1619",9,1260,0.258940112020681,71.7132568359375
"1620",10,1260,0.0890946830592368,71.7132568359375
"1621",1,1260,0.0830393594672797,71.7132568359375
"1622",2,1260,0.9904880116995,71.7132568359375
"1623",3,1260,0.757249927933122,71.7132568359375
"1624",4,1260,0.0493218249075216,71.7132568359375
"1625",5,1260,0.0824255046459468,71.7132568359375
"1626",6,1260,0.983733001309768,71.7132568359375
"1627",7,1260,0.0100755667506297,71.7132568359375
"1628",8,1260,0.737108500260744,71.7132568359375
"1629",9,1260,0.25358148646994,71.7132568359375
"1630",10,1260,0.0835238897580936,71.7132568359375
"1631",1,1260,0.0857372116349047,71.7132568359375
"1632",2,1260,0.990842153138867,71.7132568359375
"1633",3,1260,0.761063226702146,71.7132568359375
"1634",4,1260,0.051549356531742,71.7132568359375
"1635",5,1260,0.0864580845474087,71.7132568359375
"1636",6,1260,0.983594692400482,71.7132568359375
"1637",7,1260,0.0119271814187068,71.7132568359375
"1638",8,1260,0.742901488176755,71.7132568359375
"1639",9,1260,0.256846371116296,71.7132568359375
"1640",10,1260,0.0868581858582652,71.7132568359375
"1641",1,1260,0.0874734777212859,71.7132568359375
"1642",2,1260,0.991611088593291,71.7132568359375
"1643",3,1260,0.753599162376756,71.7132568359375
"1644",4,1260,0.0505931113334286,71.7132568359375
"1645",5,1260,0.0875416817323531,71.7132568359375
"1646",6,1260,0.982951337924805,71.7132568359375
"1647",7,1260,0.00917431192660551,71.7132568359375
"1648",8,1260,0.739445151129687,71.7132568359375
"1649",9,1260,0.245052709450712,71.7132568359375
"1650",10,1260,0.0873973925639788,71.7132568359375
"1651",1,1260,0.085492433246177,71.7132568359375
"1652",2,1260,0.990718430369788,71.7132568359375
"1653",3,1260,0.755563916302492,71.7132568359375
"1654",4,1260,0.0482842610502185,71.7132568359375
"1655",5,1260,0.0879343975160224,71.7132568359375
"1656",6,1260,0.982733604178758,71.7132568359375
"1657",7,1260,0.0080296479308215,71.7132568359375
"1658",8,1260,0.7401785986407,71.7132568359375
"1659",9,1260,0.260310855464447,71.7132568359375
"1660",10,1260,0.0863701464035646,71.7132568359375
"1661",1,1260,0.0905541611887973,71.7132568359375
"1662",2,1260,0.991216647830573,71.7132568359375
"1663",3,1260,0.75409217552821,71.7132568359375
"1664",4,1260,0.0491978609625668,71.7132568359375
"1665",5,1260,0.0898575088056356,71.7132568359375
"1666",6,1260,0.982751652899242,71.7132568359375
"1667",7,1260,0.00891152132399745,71.7132568359375
"1668",8,1260,0.742221951887108,71.7132568359375
"1669",9,1260,0.248215164943378,71.7132568359375
"1670",10,1260,0.0901436552274541,71.7132568359375
"1671",1,1260,0.0873863817572955,71.7132568359375
"1672",2,1260,0.990224372751053,71.7132568359375
"1673",3,1260,0.750196844653116,71.7132568359375
"1674",4,1260,0.0495855958845384,71.7132568359375
"1675",5,1260,0.0875234259739224,71.7132568359375
"1676",6,1260,0.983276351438524,71.7132568359375
"1677",7,1260,0.00755667506297229,71.7132568359375
"1678",8,1260,0.73924219057123,71.7132568359375
"1679",9,1260,0.255676882987964,71.7132568359375
"1680",10,1260,0.0875572367111288,71.7132568359375
"1681",1,1310,0.0889004108004627,74.5590209960938
"1682",2,1310,0.992248438752946,74.5590209960938
"1683",3,1310,0.752895752895753,74.5590209960938
"1684",4,1310,0.0491494752081071,74.5590209960938
"1685",5,1310,0.0894755704216939,74.5590209960938
"1686",6,1310,0.984641255605381,74.5590209960938
"1687",7,1310,0.0120805369127517,74.5590209960938
"1688",8,1310,0.744608124867661,74.5590209960938
"1689",9,1310,0.247926093514329,74.5590209960938
"1690",10,1310,0.0896485775759025,74.5590209960938
"1691",1,1310,0.0886303669944831,74.5590209960938
"1692",2,1310,0.991441474251584,74.5590209960938
"1693",3,1310,0.757290523762777,74.5590209960938
"1694",4,1310,0.0507562536358348,74.5590209960938
"1695",5,1310,0.0880660396078898,74.5590209960938
"1696",6,1310,0.984858206082382,74.5590209960938
"1697",7,1310,0.0120056497175141,74.5590209960938
"1698",8,1310,0.74171943497321,74.5590209960938
"1699",9,1310,0.238202528476655,74.5590209960938
"1700",10,1310,0.0861016949152542,74.5590209960938
"1701",1,1310,0.0889420203227735,74.5590209960938
"1702",2,1310,0.991941071363454,74.5590209960938
"1703",3,1310,0.756855153283828,74.5590209960938
"1704",4,1310,0.0524556814879396,74.5590209960938
"1705",5,1310,0.0882890761647321,74.5590209960938
"1706",6,1310,0.985954383668779,74.5590209960938
"1707",7,1310,0.0114170584284755,74.5590209960938
"1708",8,1310,0.744643505628859,74.5590209960938
"1709",9,1310,0.250344482024302,74.5590209960938
"1710",10,1310,0.0879441117764471,74.5590209960938
"1711",1,1310,0.0867320598864223,74.5590209960938
"1712",2,1310,0.991556458579198,74.5590209960938
"1713",3,1310,0.745685264413982,74.5590209960938
"1714",4,1310,0.0491873092483498,74.5590209960938
"1715",5,1310,0.0867028766847717,74.5590209960938
"1716",6,1310,0.984269266540521,74.5590209960938
"1717",7,1310,0.01,74.5590209960938
"1718",8,1310,0.742860574757515,74.5590209960938
"1719",9,1310,0.247090646033843,74.5590209960938
"1720",10,1310,0.0842867429394352,74.5590209960938
"1721",1,1310,0.0866889047732507,74.5590209960938
"1722",2,1310,0.99142091152815,74.5590209960938
"1723",3,1310,0.753021560014928,74.5590209960938
"1724",4,1310,0.0461472110408281,74.5590209960938
"1725",5,1310,0.0888437972467574,74.5590209960938
"1726",6,1310,0.984375750396209,74.5590209960938
"1727",7,1310,0.0117955439056356,74.5590209960938
"1728",8,1310,0.739824348879467,74.5590209960938
"1729",9,1310,0.250445140295942,74.5590209960938
"1730",10,1310,0.0880971337579618,74.5590209960938
"1731",1,1310,0.0874757011941127,74.5590209960938
"1732",2,1310,0.991730619778512,74.5590209960938
"1733",3,1310,0.751837754598018,74.5590209960938
"1734",4,1310,0.0519545487029229,74.5590209960938
"1735",5,1310,0.0875769445998881,74.5590209960938
"1736",6,1310,0.984664781712752,74.5590209960938
"1737",7,1310,0.0136807817589577,74.5590209960938
"1738",8,1310,0.746116009837442,74.5590209960938
"1739",9,1310,0.254006158486772,74.5590209960938
"1740",10,1310,0.0873527539000318,74.5590209960938
"1741",1,1310,0.0881437125748503,74.5590209960938
"1742",2,1310,0.991308169344206,74.5590209960938
"1743",3,1310,0.750203583061889,74.5590209960938
"1744",4,1310,0.0471087456846951,74.5590209960938
"1745",5,1310,0.0880677258866955,74.5590209960938
"1746",6,1310,0.984463299576565,74.5590209960938
"1747",7,1310,0.0127226463104326,74.5590209960938
"1748",8,1310,0.743133157687532,74.5590209960938
"1749",9,1310,0.254158391261172,74.5590209960938
"1750",10,1310,0.0869513263761651,74.5590209960938
"1751",1,1310,0.0887578678989722,74.5590209960938
"1752",2,1310,0.991620247622291,74.5590209960938
"1753",3,1310,0.749096315298508,74.5590209960938
"1754",4,1310,0.0513691360645298,74.5590209960938
"1755",5,1310,0.0889368332734028,74.5590209960938
"1756",6,1310,0.985030276747137,74.5590209960938
"1757",7,1310,0.0128205128205128,74.5590209960938
"1758",8,1310,0.743102464799304,74.5590209960938
"1759",9,1310,0.24508072653885,74.5590209960938
"1760",10,1310,0.0878584744754274,74.5590209960938
"1761",1,1310,0.0919966503170236,74.5590209960938
"1762",2,1310,0.991283009193129,74.5590209960938
"1763",3,1310,0.755506735272013,74.5590209960938
"1764",4,1310,0.050991094513071,74.5590209960938
"1765",5,1310,0.0937101403061224,74.5590209960938
"1766",6,1310,0.983967806841046,74.5590209960938
"1767",7,1310,0.0164661177960735,74.5590209960938
"1768",8,1310,0.73990213658329,74.5590209960938
"1769",9,1310,0.253067768391194,74.5590209960938
"1770",10,1310,0.0912373997936344,74.5590209960938
"1771",1,1310,0.0870880433052062,74.5590209960938
"1772",2,1310,0.990903555772041,74.5590209960938
"1773",3,1310,0.756273234200744,74.5590209960938
"1774",4,1310,0.0510495501927745,74.5590209960938
"1775",5,1310,0.0860557768924303,74.5590209960938
"1776",6,1310,0.984527949510562,74.5590209960938
"1777",7,1310,0.0115532734274711,74.5590209960938
"1778",8,1310,0.740588306500424,74.5590209960938
"1779",9,1310,0.247802401881887,74.5590209960938
"1780",10,1310,0.0851206964780372,74.5590209960938
"1781",1,1310,0.0872389606249004,74.5590209960938
"1782",2,1310,0.991306885190093,74.5590209960938
"1783",3,1310,0.750985735822799,74.5590209960938
"1784",4,1310,0.0494127757089659,74.5590209960938
"1785",5,1310,0.086794841364032,74.5590209960938
"1786",6,1310,0.984344234740431,74.5590209960938
"1787",7,1310,0.00961538461538462,74.5590209960938
"1788",8,1310,0.742795932530702,74.5590209960938
"1789",9,1310,0.253007542230256,74.5590209960938
"1790",10,1310,0.0887627966034442,74.5590209960938
"1791",1,1310,0.086593179195352,74.5590209960938
"1792",2,1310,0.991007831494581,74.5590209960938
"1793",3,1310,0.758791366906475,74.5590209960938
"1794",4,1310,0.0503411131059246,74.5590209960938
"1795",5,1310,0.0869202999166898,74.5590209960938
"1796",6,1310,0.984444480118151,74.5590209960938
"1797",7,1310,0.0106583072100313,74.5590209960938
"1798",8,1310,0.741893329281264,74.5590209960938
"1799",9,1310,0.256302264542514,74.5590209960938
"1800",10,1310,0.0866041125973248,74.5590209960938
"1801",1,1310,0.0908981700236255,74.5590209960938
"1802",2,1310,0.991769647235913,74.5590209960938
"1803",3,1310,0.755640735255684,74.5590209960938
"1804",4,1310,0.0522463768115942,74.5590209960938
"1805",5,1310,0.0912963847746456,74.5590209960938
"1806",6,1310,0.984944443553688,74.5590209960938
"1807",7,1310,0.013271400132714,74.5590209960938
"1808",8,1310,0.741908110073948,74.5590209960938
"1809",9,1310,0.249295333542123,74.5590209960938
"1810",10,1310,0.0935169020790351,74.5590209960938
"1811",1,1310,0.0836284610431423,74.5590209960938
"1812",2,1310,0.991635018134304,74.5590209960938
"1813",3,1310,0.761006653167486,74.5590209960938
"1814",4,1310,0.0534246575342466,74.5590209960938
"1815",5,1310,0.0833499660692188,74.5590209960938
"1816",6,1310,0.985460239346829,74.5590209960938
"1817",7,1310,0.0135309278350515,74.5590209960938
"1818",8,1310,0.745927157322049,74.5590209960938
"1819",9,1310,0.254831068445331,74.5590209960938
"1820",10,1310,0.0839435041811707,74.5590209960938
"1821",1,1310,0.0900496715269989,74.5590209960938
"1822",2,1310,0.992052514074937,74.5590209960938
"1823",3,1310,0.75717748766027,74.5590209960938
"1824",4,1310,0.0534405976152852,74.5590209960938
"1825",5,1310,0.0919369712521551,74.5590209960938
"1826",6,1310,0.985072957120711,74.5590209960938
"1827",7,1310,0.0082135523613963,74.5590209960938
"1828",8,1310,0.751111511655852,74.5590209960938
"1829",9,1310,0.245366844376745,74.5590209960938
"1830",10,1310,0.091365701985171,74.5590209960938
"1831",1,1310,0.0887361100007994,74.5590209960938
"1832",2,1310,0.991495747873937,74.5590209960938
"1833",3,1310,0.755503688335639,74.5590209960938
"1834",4,1310,0.0506320022981902,74.5590209960938
"1835",5,1310,0.0906707970928154,74.5590209960938
"1836",6,1310,0.984331604886741,74.5590209960938
"1837",7,1310,0.0105750165234633,74.5590209960938
"1838",8,1310,0.738345819053107,74.5590209960938
"1839",9,1310,0.247393423406749,74.5590209960938
"1840",10,1310,0.0910253336530009,74.5590209960938
"1841",1,1310,0.0894738950995713,74.5590209960938
"1842",2,1310,0.991618578208303,74.5590209960938
"1843",3,1310,0.754800334940664,74.5590209960938
"1844",4,1310,0.0508632423526041,74.5590209960938
"1845",5,1310,0.0887503474566176,74.5590209960938
"1846",6,1310,0.984319018010636,74.5590209960938
"1847",7,1310,0.00527009222661397,74.5590209960938
"1848",8,1310,0.740864392375865,74.5590209960938
"1849",9,1310,0.249413797359003,74.5590209960938
"1850",10,1310,0.0917580670799555,74.5590209960938
"1851",1,1310,0.0892892892892893,74.5590209960938
"1852",2,1310,0.991927272727273,74.5590209960938
"1853",3,1310,0.753515131945871,74.5590209960938
"1854",4,1310,0.0488732596526482,74.5590209960938
"1855",5,1310,0.0872587798154141,74.5590209960938
"1856",6,1310,0.985223179830203,74.5590209960938
"1857",7,1310,0.00971547536433033,74.5590209960938
"1858",8,1310,0.749616067933392,74.5590209960938
"1859",9,1310,0.241287204273722,74.5590209960938
"1860",10,1310,0.0864741458725518,74.5590209960938
"1861",1,1310,0.0872320076512314,74.5590209960938
"1862",2,1310,0.99198296836983,74.5590209960938
"1863",3,1310,0.752065875232775,74.5590209960938
"1864",4,1310,0.0513915581180155,74.5590209960938
"1865",5,1310,0.0850241160760553,74.5590209960938
"1866",6,1310,0.983971160964305,74.5590209960938
"1867",7,1310,0.00790513833992095,74.5590209960938
"1868",8,1310,0.744429011413733,74.5590209960938
"1869",9,1310,0.245467572113887,74.5590209960938
"1870",10,1310,0.0879243627079427,74.5590209960938
"1871",1,1310,0.087703869523505,74.5590209960938
"1872",2,1310,0.991841976516634,74.5590209960938
"1873",3,1310,0.759169590304155,74.5590209960938
"1874",4,1310,0.0483147692752785,74.5590209960938
"1875",5,1310,0.0884664741738851,74.5590209960938
"1876",6,1310,0.984900004834577,74.5590209960938
"1877",7,1310,0.00979751796211626,74.5590209960938
"1878",8,1310,0.744348302967522,74.5590209960938
"1879",9,1310,0.248698884758364,74.5590209960938
"1880",10,1310,0.0891709575699517,74.5590209960938
"1881",1,1310,0.0868978652487898,74.5590209960938
"1882",2,1310,0.991371746124598,74.5590209960938
"1883",3,1310,0.754234838411285,74.5590209960938
"1884",4,1310,0.0521364452423698,74.5590209960938
"1885",5,1310,0.0868890304091705,74.5590209960938
"1886",6,1310,0.984452296819788,74.5590209960938
"1887",7,1310,0.0130039011703511,74.5590209960938
"1888",8,1310,0.73870381586917,74.5590209960938
"1889",9,1310,0.252654320987654,74.5590209960938
"1890",10,1310,0.0864821500200562,74.5590209960938
"1891",1,1360,0.0937288203165491,77.40478515625
"1892",2,1360,0.991575206691486,77.40478515625
"1893",3,1360,0.760623433493705,77.40478515625
"1894",4,1360,0.0540637823050896,77.40478515625
"1895",5,1360,0.0923138033763654,77.40478515625
"1896",6,1360,0.985870119928553,77.40478515625
"1897",7,1360,0.010738255033557,77.40478515625
"1898",8,1360,0.744404506599813,77.40478515625
"1899",9,1360,0.241988675253562,77.40478515625
"1900",10,1360,0.0914547464855473,77.40478515625
"1901",1,1360,0.0894454382826476,77.40478515625
"1902",2,1360,0.991648941312965,77.40478515625
"1903",3,1360,0.754794362292052,77.40478515625
"1904",4,1360,0.0543345980385138,77.40478515625
"1905",5,1360,0.0880659094544873,77.40478515625
"1906",6,1360,0.984932339486228,77.40478515625
"1907",7,1360,0.0117484450587422,77.40478515625
"1908",8,1360,0.742417847452517,77.40478515625
"1909",9,1360,0.241872968242061,77.40478515625
"1910",10,1360,0.089176768877268,77.40478515625
"1911",1,1360,0.0882938879591999,77.40478515625
"1912",2,1360,0.993530744024672,77.40478515625
"1913",3,1360,0.754077067397893,77.40478515625
"1914",4,1360,0.0520285364271817,77.40478515625
"1915",5,1360,0.0899287732282838,77.40478515625
"1916",6,1360,0.986007283879624,77.40478515625
"1917",7,1360,0.00865176640230714,77.40478515625
"1918",8,1360,0.737569643126035,77.40478515625
"1919",9,1360,0.233264190081086,77.40478515625
"1920",10,1360,0.0903677058353317,77.40478515625
"1921",1,1360,0.085824030728604,77.40478515625
"1922",2,1360,0.992665510928995,77.40478515625
"1923",3,1360,0.756762972545638,77.40478515625
"1924",4,1360,0.0512876000865614,77.40478515625
"1925",5,1360,0.0828022940895332,77.40478515625
"1926",6,1360,0.985664576752241,77.40478515625
"1927",7,1360,0.0156569094622192,77.40478515625
"1928",8,1360,0.739639037433155,77.40478515625
"1929",9,1360,0.24122317330356,77.40478515625
"1930",10,1360,0.0846710108073744,77.40478515625
"1931",1,1360,0.0899761336515513,77.40478515625
"1932",2,1360,0.992499060867879,77.40478515625
"1933",3,1360,0.754135184807025,77.40478515625
"1934",4,1360,0.0536647366191216,77.40478515625
"1935",5,1360,0.0892850021932448,77.40478515625
"1936",6,1360,0.98608865480974,77.40478515625
"1937",7,1360,0.0110461338531514,77.40478515625
"1938",8,1360,0.749057168512421,77.40478515625
"1939",9,1360,0.251133215814656,77.40478515625
"1940",10,1360,0.0912167542602325,77.40478515625
"1941",1,1360,0.0916941934970351,77.40478515625
"1942",2,1360,0.991615319560227,77.40478515625
"1943",3,1360,0.761096868969093,77.40478515625
"1944",4,1360,0.0527489925158319,77.40478515625
"1945",5,1360,0.0912571793235482,77.40478515625
"1946",6,1360,0.985565764791912,77.40478515625
"1947",7,1360,0.00982318271119843,77.40478515625
"1948",8,1360,0.742582293702089,77.40478515625
"1949",9,1360,0.250420168067227,77.40478515625
"1950",10,1360,0.0916838433486602,77.40478515625
"1951",1,1360,0.0895208630810725,77.40478515625
"1952",2,1360,0.992198992018134,77.40478515625
"1953",3,1360,0.754452114391786,77.40478515625
"1954",4,1360,0.0550557754587981,77.40478515625
"1955",5,1360,0.089640173981811,77.40478515625
"1956",6,1360,0.986074514125106,77.40478515625
"1957",7,1360,0.0153129161118509,77.40478515625
"1958",8,1360,0.746385741336299,77.40478515625
"1959",9,1360,0.244996853366897,77.40478515625
"1960",10,1360,0.0903815580286168,77.40478515625
"1961",1,1360,0.0883821238867367,77.40478515625
"1962",2,1360,0.992065030407288,77.40478515625
"1963",3,1360,0.757391504812403,77.40478515625
"1964",4,1360,0.0517614784868611,77.40478515625
"1965",5,1360,0.0865953980050073,77.40478515625
"1966",6,1360,0.98461808491966,77.40478515625
"1967",7,1360,0.0122783083219645,77.40478515625
"1968",8,1360,0.745447957242504,77.40478515625
"1969",9,1360,0.241029786704807,77.40478515625
"1970",10,1360,0.0877052462955547,77.40478515625
"1971",1,1360,0.0835623531286095,77.40478515625
"1972",2,1360,0.992627184091128,77.40478515625
"1973",3,1360,0.749992725579771,77.40478515625
"1974",4,1360,0.0496458974175549,77.40478515625
"1975",5,1360,0.0859346896358767,77.40478515625
"1976",6,1360,0.985395244215938,77.40478515625
"1977",7,1360,0.00769230769230769,77.40478515625
"1978",8,1360,0.742655663915979,77.40478515625
"1979",9,1360,0.243063402385436,77.40478515625
"1980",10,1360,0.08528,77.40478515625
"1981",1,1360,0.0884781911481719,77.40478515625
"1982",2,1360,0.99224161817678,77.40478515625
"1983",3,1360,0.756173558532324,77.40478515625
"1984",4,1360,0.0483442281445298,77.40478515625
"1985",5,1360,0.0890251137037769,77.40478515625
"1986",6,1360,0.985665146788257,77.40478515625
"1987",7,1360,0.0106082036775106,77.40478515625
"1988",8,1360,0.74497046742422,77.40478515625
"1989",9,1360,0.236550982995132,77.40478515625
"1990",10,1360,0.0909272821867371,77.40478515625
"1991",1,1360,0.0866848261496555,77.40478515625
"1992",2,1360,0.991936850771205,77.40478515625
"1993",3,1360,0.753911314720373,77.40478515625
"1994",4,1360,0.0521408592125081,77.40478515625
"1995",5,1360,0.0867951634143422,77.40478515625
"1996",6,1360,0.98601577216564,77.40478515625
"1997",7,1360,0.0105263157894737,77.40478515625
"1998",8,1360,0.746137397223143,77.40478515625
"1999",9,1360,0.243087701739022,77.40478515625
"2000",10,1360,0.0873503591380686,77.40478515625
"2001",1,1360,0.0848624766150539,77.40478515625
"2002",2,1360,0.992303244923032,77.40478515625
"2003",3,1360,0.75463976945245,77.40478515625
"2004",4,1360,0.053862303627018,77.40478515625
"2005",5,1360,0.0855052766229613,77.40478515625
"2006",6,1360,0.986089447716059,77.40478515625
"2007",7,1360,0.0177179305457123,77.40478515625
"2008",8,1360,0.741933538387311,77.40478515625
"2009",9,1360,0.238233805668016,77.40478515625
"2010",10,1360,0.0847862431335085,77.40478515625
"2011",1,1360,0.0870675551653964,77.40478515625
"2012",2,1360,0.992194023889918,77.40478515625
"2013",3,1360,0.758266554806607,77.40478515625
"2014",4,1360,0.0510395610742131,77.40478515625
"2015",5,1360,0.085439229843562,77.40478515625
"2016",6,1360,0.985855389336402,77.40478515625
"2017",7,1360,0.0139470013947001,77.40478515625
"2018",8,1360,0.745535309582087,77.40478515625
"2019",9,1360,0.238244710904639,77.40478515625
"2020",10,1360,0.0850653266331658,77.40478515625
"2021",1,1360,0.0886282956403813,77.40478515625
"2022",2,1360,0.992708119900204,77.40478515625
"2023",3,1360,0.755467311233886,77.40478515625
"2024",4,1360,0.0479901854658295,77.40478515625
"2025",5,1360,0.0872539606337014,77.40478515625
"2026",6,1360,0.984932290673279,77.40478515625
