"","dst","lambda","tr","ol"
"423",3,1060,0.818694933086037,60.3302001953125
"424",4,1060,1.90740375523025,60.3302001953125
"425",5,1060,3.50005227443786,60.3302001953125
"426",6,1060,0.0665980531743929,60.3302001953125
"427",7,1060,0.0198499195965269,60.3302001953125
"428",8,1060,0.703391042196153,60.3302001953125
"429",9,1060,0.771541932661315,60.3302001953125
"430",10,1060,3.5593940049104,60.3302001953125
"431",1,1060,3.78021835456756,60.3302001953125
"432",2,1060,0.0593839425290462,60.3302001953125
"433",3,1060,0.83627377875102,60.3302001953125
"434",4,1060,1.90049012021939,60.3302001953125
"435",5,1060,3.50911068188203,60.3302001953125
"436",6,1060,0.059099620227156,60.3302001953125
"437",7,1060,0.0225631871809498,60.3302001953125
"438",8,1060,0.6824648230216,60.3302001953125
"439",9,1060,0.777054376945876,60.3302001953125
"440",10,1060,3.60162554766783,60.3302001953125
"441",1,1060,3.73998396634615,60.3302001953125
"442",2,1060,0.0631014821529546,60.3302001953125
"443",3,1060,0.816295777614035,60.3302001953125
"444",4,1060,1.88703682201776,60.3302001953125
"445",5,1060,3.51846947163708,60.3302001953125
"446",6,1060,0.0656580935386822,60.3302001953125
"447",7,1060,0.0249043907074037,60.3302001953125
"448",8,1060,0.694160554192907,60.3302001953125
"449",9,1060,0.788229255605513,60.3302001953125
"450",10,1060,3.574766039092,60.3302001953125
"451",1,1060,3.78432689573195,60.3302001953125
"452",2,1060,0.0612137608752758,60.3302001953125
"453",3,1060,0.821965186287939,60.3302001953125
"454",4,1060,1.88468361115906,60.3302001953125
"455",5,1060,3.51814216148278,60.3302001953125
"456",6,1060,0.0645935728511648,60.3302001953125
"457",7,1060,0.0171172599302587,60.3302001953125
"458",8,1060,0.694309001315094,60.3302001953125
"459",9,1060,0.772197518521076,60.3302001953125
"460",10,1060,3.60925161813124,60.3302001953125
"461",1,1060,3.78784431494376,60.3302001953125
"462",2,1060,0.064887043796918,60.3302001953125
"463",3,1060,0.817905680777724,60.3302001953125
"464",4,1060,1.8991660995407,60.3302001953125
"465",5,1060,3.51888349262459,60.3302001953125
"466",6,1060,0.0610893819679284,60.3302001953125
"467",7,1060,0.0218165283373535,60.3302001953125
"468",8,1060,0.704522854006487,60.3302001953125
"469",9,1060,0.808028657399013,60.3302001953125
"470",10,1060,3.5935801667523,60.3302001953125
"471",1,1060,3.79556259338462,60.3302001953125
"472",2,1060,0.0630796574694682,60.3302001953125
