"","src","lambda","dr","ol"
"1524",4,1260,0.47447423555308,71.7132568359375
"1525",5,1260,0.690212093268344,71.7132568359375
"1526",6,1260,0.926912658127975,71.7132568359375
"1527",7,1260,0.275488530161427,71.7132568359375
"1528",8,1260,0.686516765699029,71.7132568359375
"1529",9,1260,0.503211033321051,71.7132568359375
"1530",10,1260,0.691726562090132,71.7132568359375
"1531",1,1260,0.685552860911974,71.7132568359375
"1532",2,1260,0.958452684413844,71.7132568359375
"1533",3,1260,0.697930262912549,71.7132568359375
"1534",4,1260,0.480995689201977,71.7132568359375
"1535",5,1260,0.690322240109789,71.7132568359375
"1536",6,1260,0.929705095254498,71.7132568359375
"1537",7,1260,0.281948062199069,71.7132568359375
"1538",8,1260,0.685023241156543,71.7132568359375
"1539",9,1260,0.500184249315645,71.7132568359375
"1540",10,1260,0.690603211493767,71.7132568359375
"1541",1,1260,0.6898346032336,71.7132568359375
"1542",2,1260,0.958069998406713,71.7132568359375
"1543",3,1260,0.701763197546856,71.7132568359375
"1544",4,1260,0.476455763363841,71.7132568359375
"1545",5,1260,0.686998609476949,71.7132568359375
"1546",6,1260,0.924144360101212,71.7132568359375
"1547",7,1260,0.273574109067682,71.7132568359375
"1548",8,1260,0.686428156825497,71.7132568359375
"1549",9,1260,0.498271368544226,71.7132568359375
"1550",10,1260,0.685929449068569,71.7132568359375
"1551",1,1260,0.694357863595541,71.7132568359375
"1552",2,1260,0.959852072580216,71.7132568359375
"1553",3,1260,0.701597123063092,71.7132568359375
"1554",4,1260,0.479474072512648,71.7132568359375
"1555",5,1260,0.686296685954761,71.7132568359375
"1556",6,1260,0.926322468078357,71.7132568359375
"1557",7,1260,0.282743686078063,71.7132568359375
"1558",8,1260,0.682185159611197,71.7132568359375
"1559",9,1260,0.498977776597722,71.7132568359375
"1560",10,1260,0.689283247436374,71.7132568359375
"1561",1,1260,0.686332846327534,71.7132568359375
"1562",2,1260,0.95887521029722,71.7132568359375
"1563",3,1260,0.697718883607298,71.7132568359375
"1564",4,1260,0.474852307201022,71.7132568359375
"1565",5,1260,0.690728776155912,71.7132568359375
"1566",6,1260,0.926427061310782,71.7132568359375
"1567",7,1260,0.280302226935313,71.7132568359375
"1568",8,1260,0.686190262804123,71.7132568359375
"1569",9,1260,0.494292024801086,71.7132568359375
"1570",10,1260,0.689888114840616,71.7132568359375
"1571",1,1260,0.689597181068311,71.7132568359375
"1572",2,1260,0.957067039843688,71.7132568359375
"1573",3,1260,0.701241743725231,71.7132568359375
"1574",4,1260,0.474952058213151,71.7132568359375
"1575",5,1260,0.691064613764969,71.7132568359375
"1576",6,1260,0.929526027469765,71.7132568359375
"1577",7,1260,0.281643821200242,71.7132568359375
"1578",8,1260,0.684643365491064,71.7132568359375
"1579",9,1260,0.502492914873517,71.7132568359375
"1580",10,1260,0.684732965495393,71.7132568359375
"1581",1,1260,0.685684099313259,71.7132568359375
"1582",2,1260,0.959219440738706,71.7132568359375
"1583",3,1260,0.700259767799396,71.7132568359375
"1584",4,1260,0.478035492317051,71.7132568359375
"1585",5,1260,0.68918560907116,71.7132568359375
"1586",6,1260,0.925925925925926,71.7132568359375
"1587",7,1260,0.28346146781769,71.7132568359375
"1588",8,1260,0.686409125716247,71.7132568359375
"1589",9,1260,0.496930567315834,71.7132568359375
"1590",10,1260,0.686794371020386,71.7132568359375
"1591",1,1260,0.687032220393864,71.7132568359375
"1592",2,1260,0.957376097908369,71.7132568359375
"1593",3,1260,0.706721457362718,71.7132568359375
"1594",4,1260,0.470822916112559,71.7132568359375
"1595",5,1260,0.689438214078871,71.7132568359375
"1596",6,1260,0.928388542166747,71.7132568359375
"1597",7,1260,0.279461816634759,71.7132568359375
"1598",8,1260,0.678102846259655,71.7132568359375
"1599",9,1260,0.497788489551606,71.7132568359375
"1600",10,1260,0.690694591728526,71.7132568359375
"1601",1,1260,0.69392055631651,71.7132568359375
"1602",2,1260,0.956521739130435,71.7132568359375
"1603",3,1260,0.697442163138463,71.7132568359375
"1604",4,1260,0.476324375945035,71.7132568359375
"1605",5,1260,0.686788990825688,71.7132568359375
"1606",6,1260,0.927568366592757,71.7132568359375
"1607",7,1260,0.276430546692193,71.7132568359375
"1608",8,1260,0.684474123539232,71.7132568359375
"1609",9,1260,0.497825625795503,71.7132568359375
"1610",10,1260,0.688740144981216,71.7132568359375
"1611",1,1260,0.691745973163209,71.7132568359375
"1612",2,1260,0.957346598576456,71.7132568359375
"1613",3,1260,0.701239538086662,71.7132568359375
"1614",4,1260,0.477218162150753,71.7132568359375
"1615",5,1260,0.690956425697531,71.7132568359375
"1616",6,1260,0.928488921558332,71.7132568359375
"1617",7,1260,0.274346698050124,71.7132568359375
"1618",8,1260,0.685477485086839,71.7132568359375
"1619",9,1260,0.501488683371539,71.7132568359375
"1620",10,1260,0.691637951442776,71.7132568359375
"1621",1,1260,0.696169540608135,71.7132568359375
"1622",2,1260,0.957818220406431,71.7132568359375
"1623",3,1260,0.707016150383903,71.7132568359375
"1624",4,1260,0.476909763197231,71.7132568359375
"1625",5,1260,0.689772099992114,71.7132568359375
"1626",6,1260,0.927950080643029,71.7132568359375
"1627",7,1260,0.281546010338223,71.7132568359375
"1628",8,1260,0.681593093769033,71.7132568359375
"1629",9,1260,0.501787558592198,71.7132568359375
"1630",10,1260,0.686168521462639,71.7132568359375
"1631",1,1260,0.682788392357503,71.7132568359375
"1632",2,1260,0.958069349877757,71.7132568359375
"1633",3,1260,0.702329753832353,71.7132568359375
"1634",4,1260,0.474062905060445,71.7132568359375
"1635",5,1260,0.693194622782422,71.7132568359375
"1636",6,1260,0.930160331280527,71.7132568359375
"1637",7,1260,0.273796476972014,71.7132568359375
"1638",8,1260,0.680986622957754,71.7132568359375
"1639",9,1260,0.500105507491032,71.7132568359375
"1640",10,1260,0.692886764045537,71.7132568359375
"1641",1,1260,0.691234689268539,71.7132568359375
"1642",2,1260,0.959636517328825,71.7132568359375
"1643",3,1260,0.700953137410643,71.7132568359375
"1644",4,1260,0.476356382978723,71.7132568359375
"1645",5,1260,0.691657449834097,71.7132568359375
"1646",6,1260,0.927929609385415,71.7132568359375
"1647",7,1260,0.278821790540541,71.7132568359375
"1648",8,1260,0.683673469387755,71.7132568359375
"1649",9,1260,0.4950234891313,71.7132568359375
"1650",10,1260,0.687611348950993,71.7132568359375
"1651",1,1260,0.688523280888108,71.7132568359375
"1652",2,1260,0.957248727483714,71.7132568359375
"1653",3,1260,0.703307674119223,71.7132568359375
"1654",4,1260,0.475066172578084,71.7132568359375
"1655",5,1260,0.686045893976416,71.7132568359375
"1656",6,1260,0.928468091946632,71.7132568359375
"1657",7,1260,0.275162056179476,71.7132568359375
"1658",8,1260,0.68136166613807,71.7132568359375
"1659",9,1260,0.502007395668251,71.7132568359375
"1660",10,1260,0.687001246056364,71.7132568359375
"1661",1,1260,0.691731504681524,71.7132568359375
"1662",2,1260,0.958476321207962,71.7132568359375
"1663",3,1260,0.702772438851004,71.7132568359375
"1664",4,1260,0.477257710706451,71.7132568359375
"1665",5,1260,0.689843647352516,71.7132568359375
"1666",6,1260,0.927205100956429,71.7132568359375
"1667",7,1260,0.280407540016849,71.7132568359375
"1668",8,1260,0.685357434586704,71.7132568359375
"1669",9,1260,0.501427664974619,71.7132568359375
"1670",10,1260,0.689987841623936,71.7132568359375
"1671",1,1260,0.689916963226572,71.7132568359375
"1672",2,1260,0.957927603725656,71.7132568359375
"1673",3,1260,0.698594398892557,71.7132568359375
"1674",4,1260,0.48065906343617,71.7132568359375
"1675",5,1260,0.690087432845254,71.7132568359375
"1676",6,1260,0.929072568902068,71.7132568359375
"1677",7,1260,0.278622195011579,71.7132568359375
"1678",8,1260,0.687061183550652,71.7132568359375
"1679",9,1260,0.498184783752499,71.7132568359375
"1680",10,1260,0.687504994273233,71.7132568359375
"1681",1,1310,0.700902905991553,74.5590209960938
"1682",2,1310,0.962173262682859,74.5590209960938
"1683",3,1310,0.714184397163121,74.5590209960938
"1684",4,1310,0.490886442789231,74.5590209960938
"1685",5,1310,0.699604944564802,74.5590209960938
"1686",6,1310,0.935479765843726,74.5590209960938
"1687",7,1310,0.295901221995927,74.5590209960938
"1688",8,1310,0.698031746031746,74.5590209960938
"1689",9,1310,0.51041693164763,74.5590209960938
"1690",10,1310,0.701384144335636,74.5590209960938
"1691",1,1310,0.694782920335859,74.5590209960938
"1692",2,1310,0.964058499987327,74.5590209960938
"1693",3,1310,0.715502988681165,74.5590209960938
"1694",4,1310,0.489898604863917,74.5590209960938
"1695",5,1310,0.699097806028296,74.5590209960938
"1696",6,1310,0.934122530555769,74.5590209960938
"1697",7,1310,0.292306123489522,74.5590209960938
"1698",8,1310,0.699443692677793,74.5590209960938
"1699",9,1310,0.510170056685562,74.5590209960938
"1700",10,1310,0.696864378625642,74.5590209960938
"1701",1,1310,0.700785207700101,74.5590209960938
"1702",2,1310,0.961904031887168,74.5590209960938
"1703",3,1310,0.714965211891208,74.5590209960938
"1704",4,1310,0.490253164556962,74.5590209960938
"1705",5,1310,0.70180157320477,74.5590209960938
"1706",6,1310,0.935903676188036,74.5590209960938
"1707",7,1310,0.292193957440255,74.5590209960938
"1708",8,1310,0.696843916883906,74.5590209960938
"1709",9,1310,0.510335195530726,74.5590209960938
"1710",10,1310,0.699333147392175,74.5590209960938
"1711",1,1310,0.706655190745007,74.5590209960938
"1712",2,1310,0.961787976696263,74.5590209960938
"1713",3,1310,0.712129217299419,74.5590209960938
"1714",4,1310,0.493311673477676,74.5590209960938
"1715",5,1310,0.697145326520755,74.5590209960938
"1716",6,1310,0.932518773068601,74.5590209960938
"1717",7,1310,0.293852385926473,74.5590209960938
"1718",8,1310,0.697912381735911,74.5590209960938
"1719",9,1310,0.510159337157425,74.5590209960938
"1720",10,1310,0.697854099286411,74.5590209960938
"1721",1,1310,0.699898063200815,74.5590209960938
"1722",2,1310,0.960581983283459,74.5590209960938
"1723",3,1310,0.717184191954834,74.5590209960938
"1724",4,1310,0.489185200264645,74.5590209960938
"1725",5,1310,0.698195093308825,74.5590209960938
"1726",6,1310,0.93149396058487,74.5590209960938
"1727",7,1310,0.295981788884058,74.5590209960938
"1728",8,1310,0.691422727853765,74.5590209960938
"1729",9,1310,0.517728706624606,74.5590209960938
"1730",10,1310,0.69771955361475,74.5590209960938
"1731",1,1310,0.70289137664052,74.5590209960938
"1732",2,1310,0.961151551915883,74.5590209960938
"1733",3,1310,0.713769932805135,74.5590209960938
"1734",4,1310,0.493888580231325,74.5590209960938
"1735",5,1310,0.69728670331908,74.5590209960938
"1736",6,1310,0.934407072451987,74.5590209960938
"1737",7,1310,0.302624936900555,74.5590209960938
"1738",8,1310,0.700368160467183,74.5590209960938
"1739",9,1310,0.512422516756539,74.5590209960938
"1740",10,1310,0.702441980858102,74.5590209960938
"1741",1,1310,0.703525478674906,74.5590209960938
"1742",2,1310,0.96008520566009,74.5590209960938
"1743",3,1310,0.713562469789096,74.5590209960938
"1744",4,1310,0.498749779001339,74.5590209960938
"1745",5,1310,0.699099740603225,74.5590209960938
"1746",6,1310,0.932564533374064,74.5590209960938
"1747",7,1310,0.294209342737402,74.5590209960938
"1748",8,1310,0.698479087452471,74.5590209960938
"1749",9,1310,0.516329783197146,74.5590209960938
"1750",10,1310,0.702608873232246,74.5590209960938
"1751",1,1310,0.700005071765482,74.5590209960938
"1752",2,1310,0.962189156135345,74.5590209960938
"1753",3,1310,0.708447837150127,74.5590209960938
"1754",4,1310,0.494534756917146,74.5590209960938
"1755",5,1310,0.696751178494076,74.5590209960938
"1756",6,1310,0.931986087486354,74.5590209960938
"1757",7,1310,0.296151786397368,74.5590209960938
"1758",8,1310,0.700284345620821,74.5590209960938
"1759",9,1310,0.509464367933698,74.5590209960938
"1760",10,1310,0.699428190466422,74.5590209960938
"1761",1,1310,0.700007615952883,74.5590209960938
"1762",2,1310,0.959956435844182,74.5590209960938
"1763",3,1310,0.712957760866234,74.5590209960938
"1764",4,1310,0.493400345212712,74.5590209960938
"1765",5,1310,0.699944085802877,74.5590209960938
"1766",6,1310,0.931691697796752,74.5590209960938
"1767",7,1310,0.295462081983522,74.5590209960938
"1768",8,1310,0.693997184180213,74.5590209960938
"1769",9,1310,0.511000618301731,74.5590209960938
"1770",10,1310,0.701526055223804,74.5590209960938
"1771",1,1310,0.699875845643196,74.5590209960938
"1772",2,1310,0.96015732747612,74.5590209960938
"1773",3,1310,0.71099770349579,74.5590209960938
"1774",4,1310,0.492361235509379,74.5590209960938
"1775",5,1310,0.699272883889438,74.5590209960938
"1776",6,1310,0.931602150811651,74.5590209960938
"1777",7,1310,0.297354255535243,74.5590209960938
"1778",8,1310,0.698512296326283,74.5590209960938
"1779",9,1310,0.51891249968416,74.5590209960938
"1780",10,1310,0.704423169222219,74.5590209960938
"1781",1,1310,0.694735493787626,74.5590209960938
"1782",2,1310,0.960470707326332,74.5590209960938
"1783",3,1310,0.711021983043103,74.5590209960938
"1784",4,1310,0.495271003051779,74.5590209960938
"1785",5,1310,0.699230769230769,74.5590209960938
"1786",6,1310,0.934497705898755,74.5590209960938
"1787",7,1310,0.29853247346773,74.5590209960938
"1788",8,1310,0.694976934905177,74.5590209960938
"1789",9,1310,0.513741696668526,74.5590209960938
"1790",10,1310,0.699928832858886,74.5590209960938
"1791",1,1310,0.702788723855714,74.5590209960938
"1792",2,1310,0.959017655512215,74.5590209960938
"1793",3,1310,0.711796212295943,74.5590209960938
"1794",4,1310,0.492771665946797,74.5590209960938
"1795",5,1310,0.702708889736742,74.5590209960938
"1796",6,1310,0.932127498102707,74.5590209960938
"1797",7,1310,0.2963662345616,74.5590209960938
"1798",8,1310,0.691396095621591,74.5590209960938
"1799",9,1310,0.51730451366815,74.5590209960938
"1800",10,1310,0.700182167796782,74.5590209960938
"1801",1,1310,0.697042081723928,74.5590209960938
"1802",2,1310,0.961384922462767,74.5590209960938
"1803",3,1310,0.711277347953067,74.5590209960938
"1804",4,1310,0.491772007019864,74.5590209960938
"1805",5,1310,0.702798173239472,74.5590209960938
"1806",6,1310,0.935636271272543,74.5590209960938
"1807",7,1310,0.299957188546677,74.5590209960938
"1808",8,1310,0.696060945780677,74.5590209960938
"1809",9,1310,0.512629788530375,74.5590209960938
"1810",10,1310,0.703987846562856,74.5590209960938
"1811",1,1310,0.699188439718116,74.5590209960938
"1812",2,1310,0.960351074144002,74.5590209960938
"1813",3,1310,0.711170551522099,74.5590209960938
"1814",4,1310,0.493288251917642,74.5590209960938
"1815",5,1310,0.705122675259432,74.5590209960938
"1816",6,1310,0.935259879505769,74.5590209960938
"1817",7,1310,0.295598609549126,74.5590209960938
"1818",8,1310,0.695236638886765,74.5590209960938
"1819",9,1310,0.509757901987296,74.5590209960938
"1820",10,1310,0.701510465918675,74.5590209960938
"1821",1,1310,0.699309606909026,74.5590209960938
"1822",2,1310,0.96264903367459,74.5590209960938
"1823",3,1310,0.705546408726075,74.5590209960938
"1824",4,1310,0.487381135954767,74.5590209960938
"1825",5,1310,0.697340466378273,74.5590209960938
"1826",6,1310,0.93634660301327,74.5590209960938
"1827",7,1310,0.295610895336735,74.5590209960938
"1828",8,1310,0.698901994751993,74.5590209960938
"1829",9,1310,0.507826794063834,74.5590209960938
"1830",10,1310,0.700010272741281,74.5590209960938
"1831",1,1310,0.698737849254415,74.5590209960938
"1832",2,1310,0.961443514111928,74.5590209960938
"1833",3,1310,0.713816292220694,74.5590209960938
"1834",4,1310,0.486844129866133,74.5590209960938
"1835",5,1310,0.703784496753247,74.5590209960938
"1836",6,1310,0.9314364247175,74.5590209960938
"1837",7,1310,0.296586386365956,74.5590209960938
"1838",8,1310,0.696955929123126,74.5590209960938
"1839",9,1310,0.516573604060914,74.5590209960938
"1840",10,1310,0.698632230457706,74.5590209960938
"1841",1,1310,0.697273995181945,74.5590209960938
"1842",2,1310,0.961657795827763,74.5590209960938
"1843",3,1310,0.709638430283392,74.5590209960938
"1844",4,1310,0.490498084291188,74.5590209960938
"1845",5,1310,0.700424639312391,74.5590209960938
"1846",6,1310,0.932388663967611,74.5590209960938
"1847",7,1310,0.294239472271228,74.5590209960938
"1848",8,1310,0.695431857913806,74.5590209960938
"1849",9,1310,0.515882322949064,74.5590209960938
"1850",10,1310,0.702899835380524,74.5590209960938
"1851",1,1310,0.698483724973791,74.5590209960938
"1852",2,1310,0.963200040803836,74.5590209960938
"1853",3,1310,0.711854118718228,74.5590209960938
"1854",4,1310,0.497383528933597,74.5590209960938
"1855",5,1310,0.7022550287903,74.5590209960938
"1856",6,1310,0.934929404542664,74.5590209960938
"1857",7,1310,0.288834518439228,74.5590209960938
"1858",8,1310,0.699805716038652,74.5590209960938
"1859",9,1310,0.50996491941634,74.5590209960938
"1860",10,1310,0.698764423567855,74.5590209960938
"1861",1,1310,0.703084411490252,74.5590209960938
"1862",2,1310,0.961263029129183,74.5590209960938
"1863",3,1310,0.708793037245616,74.5590209960938
"1864",4,1310,0.491514561115669,74.5590209960938
"1865",5,1310,0.69849233368316,74.5590209960938
"1866",6,1310,0.932058801127275,74.5590209960938
"1867",7,1310,0.295486815415822,74.5590209960938
"1868",8,1310,0.69912986123443,74.5590209960938
"1869",9,1310,0.510950402626045,74.5590209960938
"1870",10,1310,0.697985718307696,74.5590209960938
"1871",1,1310,0.702703388111179,74.5590209960938
"1872",2,1310,0.96073660485606,74.5590209960938
"1873",3,1310,0.714653349300583,74.5590209960938
"1874",4,1310,0.490086439069433,74.5590209960938
"1875",5,1310,0.702605321507761,74.5590209960938
"1876",6,1310,0.9337296289766,74.5590209960938
"1877",7,1310,0.300274223034735,74.5590209960938
"1878",8,1310,0.693748722142711,74.5590209960938
"1879",9,1310,0.517106400284683,74.5590209960938
"1880",10,1310,0.699750777215385,74.5590209960938
"1881",1,1310,0.704041224551962,74.5590209960938
"1882",2,1310,0.96052091878589,74.5590209960938
"1883",3,1310,0.712290931410158,74.5590209960938
"1884",4,1310,0.493957550523002,74.5590209960938
"1885",5,1310,0.701712920605876,74.5590209960938
"1886",6,1310,0.931814711122423,74.5590209960938
"1887",7,1310,0.296705253784506,74.5590209960938
"1888",8,1310,0.693283868491749,74.5590209960938
"1889",9,1310,0.514046516362156,74.5590209960938
"1890",10,1310,0.69705971968312,74.5590209960938
"1891",1,1360,0.708436905980407,77.40478515625
"1892",2,1360,0.963348727522846,77.40478515625
"1893",3,1360,0.721172766627312,77.40478515625
"1894",4,1360,0.507799511002445,77.40478515625
"1895",5,1360,0.706527918530786,77.40478515625
"1896",6,1360,0.937614276310978,77.40478515625
"1897",7,1360,0.312263269221309,77.40478515625
"1898",8,1360,0.709257065493315,77.40478515625
"1899",9,1360,0.531188251652721,77.40478515625
"1900",10,1360,0.711537042049061,77.40478515625
"1901",1,1360,0.708997834219334,77.40478515625
"1902",2,1360,0.964298025311469,77.40478515625
"1903",3,1360,0.721882745588849,77.40478515625
"1904",4,1360,0.50422243073732,77.40478515625
"1905",5,1360,0.707513067265888,77.40478515625
"1906",6,1360,0.935257620717561,77.40478515625
"1907",7,1360,0.315388186994453,77.40478515625
"1908",8,1360,0.709527989077433,77.40478515625
"1909",9,1360,0.53153131175136,77.40478515625
"1910",10,1360,0.713158023363801,77.40478515625
"1911",1,1360,0.707496107362646,77.40478515625
"1912",2,1360,0.966167336499817,77.40478515625
"1913",3,1360,0.723072381046105,77.40478515625
"1914",4,1360,0.508522588522588,77.40478515625
"1915",5,1360,0.711579822074494,77.40478515625
"1916",6,1360,0.936086289596065,77.40478515625
"1917",7,1360,0.311414027703,77.40478515625
"1918",8,1360,0.709601073563499,77.40478515625
"1919",9,1360,0.526515615431721,77.40478515625
"1920",10,1360,0.70772401609579,77.40478515625
"1921",1,1360,0.71008812503043,77.40478515625
"1922",2,1360,0.964095809551686,77.40478515625
"1923",3,1360,0.726531210315522,77.40478515625
"1924",4,1360,0.511559081095505,77.40478515625
"1925",5,1360,0.713369139912995,77.40478515625
"1926",6,1360,0.934543225015328,77.40478515625
"1927",7,1360,0.314865096254984,77.40478515625
"1928",8,1360,0.706058302890627,77.40478515625
"1929",9,1360,0.532559623122976,77.40478515625
"1930",10,1360,0.712556954583313,77.40478515625
"1931",1,1360,0.712054063318724,77.40478515625
"1932",2,1360,0.962006903353057,77.40478515625
"1933",3,1360,0.717988772272394,77.40478515625
"1934",4,1360,0.514242549769731,77.40478515625
"1935",5,1360,0.710709216386863,77.40478515625
"1936",6,1360,0.935891459554945,77.40478515625
"1937",7,1360,0.312466138009161,77.40478515625
"1938",8,1360,0.7124938755512,77.40478515625
"1939",9,1360,0.532265902133243,77.40478515625
"1940",10,1360,0.708485898070262,77.40478515625
"1941",1,1360,0.712825120819875,77.40478515625
"1942",2,1360,0.962749110753788,77.40478515625
"1943",3,1360,0.723311493776944,77.40478515625
"1944",4,1360,0.506033533227267,77.40478515625
"1945",5,1360,0.710300429184549,77.40478515625
"1946",6,1360,0.938095586264044,77.40478515625
"1947",7,1360,0.309586674892042,77.40478515625
"1948",8,1360,0.706572769953052,77.40478515625
"1949",9,1360,0.531705548168742,77.40478515625
"1950",10,1360,0.713440715664948,77.40478515625
"1951",1,1360,0.708668761044571,77.40478515625
"1952",2,1360,0.962905413737822,77.40478515625
"1953",3,1360,0.72198233562316,77.40478515625
"1954",4,1360,0.507573158178521,77.40478515625
"1955",5,1360,0.711433046202036,77.40478515625
"1956",6,1360,0.936834075641625,77.40478515625
"1957",7,1360,0.314287114399824,77.40478515625
"1958",8,1360,0.711617245415529,77.40478515625
"1959",9,1360,0.52559676827029,77.40478515625
"1960",10,1360,0.70816501407761,77.40478515625
"1961",1,1360,0.710250122609122,77.40478515625
"1962",2,1360,0.964151404151404,77.40478515625
"1963",3,1360,0.723292039739973,77.40478515625
"1964",4,1360,0.508669813397246,77.40478515625
"1965",5,1360,0.710668943499889,77.40478515625
"1966",6,1360,0.937004793113567,77.40478515625
"1967",7,1360,0.317561285903019,77.40478515625
"1968",8,1360,0.70537003058104,77.40478515625
"1969",9,1360,0.52920046916235,77.40478515625
"1970",10,1360,0.711052222114169,77.40478515625
"1971",1,1360,0.711108924530158,77.40478515625
"1972",2,1360,0.964962932152382,77.40478515625
"1973",3,1360,0.722776423064608,77.40478515625
"1974",4,1360,0.514740004396356,77.40478515625
"1975",5,1360,0.711058467249548,77.40478515625
"1976",6,1360,0.933137254901961,77.40478515625
"1977",7,1360,0.313837967144287,77.40478515625
"1978",8,1360,0.710300376393023,77.40478515625
"1979",9,1360,0.524081271215625,77.40478515625
"1980",10,1360,0.708880972853458,77.40478515625
"1981",1,1360,0.709482276912611,77.40478515625
"1982",2,1360,0.965209700007371,77.40478515625
"1983",3,1360,0.722878598860106,77.40478515625
"1984",4,1360,0.511467777505513,77.40478515625
"1985",5,1360,0.712944432090529,77.40478515625
"1986",6,1360,0.935853718804052,77.40478515625
"1987",7,1360,0.312328632980807,77.40478515625
"1988",8,1360,0.709625878767022,77.40478515625
"1989",9,1360,0.525884362039522,77.40478515625
"1990",10,1360,0.708530052104993,77.40478515625
"1991",1,1360,0.70968294353655,77.40478515625
"1992",2,1360,0.965106611893584,77.40478515625
"1993",3,1360,0.720136603231953,77.40478515625
"1994",4,1360,0.507720498411923,77.40478515625
"1995",5,1360,0.711820429344234,77.40478515625
"1996",6,1360,0.935729263178427,77.40478515625
"1997",7,1360,0.313274336283186,77.40478515625
"1998",8,1360,0.708544064111022,77.40478515625
"1999",9,1360,0.527220067743361,77.40478515625
"2000",10,1360,0.710640180942079,77.40478515625
"2001",1,1360,0.71171083160337,77.40478515625
"2002",2,1360,0.965238142098012,77.40478515625
"2003",3,1360,0.72261089427302,77.40478515625
"2004",4,1360,0.505166447336355,77.40478515625
"2005",5,1360,0.711115422861439,77.40478515625
"2006",6,1360,0.938024563735263,77.40478515625
"2007",7,1360,0.31328944159961,77.40478515625
"2008",8,1360,0.709451033133635,77.40478515625
"2009",9,1360,0.527724898716259,77.40478515625
"2010",10,1360,0.711263299498594,77.40478515625
"2011",1,1360,0.715561411213585,77.40478515625
"2012",2,1360,0.964746029018241,77.40478515625
"2013",3,1360,0.724446285421895,77.40478515625
"2014",4,1360,0.507084100675261,77.40478515625
"2015",5,1360,0.710453920220083,77.40478515625
"2016",6,1360,0.937591848731263,77.40478515625
"2017",7,1360,0.305657114624506,77.40478515625
"2018",8,1360,0.707906635708175,77.40478515625
"2019",9,1360,0.525554103695668,77.40478515625
"2020",10,1360,0.70918154359944,77.40478515625
"2021",1,1360,0.71238025055269,77.40478515625
"2022",2,1360,0.963402353056763,77.40478515625
"2023",3,1360,0.72283341092299,77.40478515625
"2024",4,1360,0.508195922741554,77.40478515625
"2025",5,1360,0.711984551832026,77.40478515625
"2026",6,1360,0.93753675749853,77.40478515625
"2027",7,1360,0.312080373649898,77.40478515625
"2028",8,1360,0.703950933543524,77.40478515625
"2029",9,1360,0.523080326418248,77.40478515625
"2030",10,1360,0.709296884620121,77.40478515625
"2031",1,1360,0.712670346309774,77.40478515625
"2032",2,1360,0.963886374201757,77.40478515625
"2033",3,1360,0.722735992916523,77.40478515625
"2034",4,1360,0.506235088668618,77.40478515625
"2035",5,1360,0.709704351242511,77.40478515625
"2036",6,1360,0.936447129315849,77.40478515625
"2037",7,1360,0.311313330054107,77.40478515625
"2038",8,1360,0.708001951695535,77.40478515625
"2039",9,1360,0.525459149804539,77.40478515625
"2040",10,1360,0.710671039976325,77.40478515625
"2041",1,1360,0.712237770776858,77.40478515625
"2042",2,1360,0.963517787530341,77.40478515625
"2043",3,1360,0.724679831850621,77.40478515625
"2044",4,1360,0.508074412212242,77.40478515625
"2045",5,1360,0.711786349569921,77.40478515625
"2046",6,1360,0.935599812904655,77.40478515625
"2047",7,1360,0.312935689739813,77.40478515625
"2048",8,1360,0.708380216232083,77.40478515625
"2049",9,1360,0.527517075327994,77.40478515625
"2050",10,1360,0.708496956607108,77.40478515625
"2051",1,1360,0.709713781611449,77.40478515625
"2052",2,1360,0.963782891542868,77.40478515625
"2053",3,1360,0.718562432352652,77.40478515625
"2054",4,1360,0.505840315426318,77.40478515625
"2055",5,1360,0.713695381079297,77.40478515625
"2056",6,1360,0.93705866542869,77.40478515625
"2057",7,1360,0.308371248850103,77.40478515625
"2058",8,1360,0.70386544556185,77.40478515625
"2059",9,1360,0.527810361681329,77.40478515625
"2060",10,1360,0.709065974433071,77.40478515625
"2061",1,1360,0.712455428501168,77.40478515625
"2062",2,1360,0.965642703653057,77.40478515625
"2063",3,1360,0.722068170106255,77.40478515625
"2064",4,1360,0.513675735025009,77.40478515625
"2065",5,1360,0.712038820746665,77.40478515625
"2066",6,1360,0.937331238646964,77.40478515625
"2067",7,1360,0.310317655749815,77.40478515625
"2068",8,1360,0.711181040416954,77.40478515625
"2069",9,1360,0.526563912161997,77.40478515625
"2070",10,1360,0.707188005291783,77.40478515625
"2071",1,1360,0.710970878554241,77.40478515625
"2072",2,1360,0.964425322679779,77.40478515625
"2073",3,1360,0.724925472418636,77.40478515625
"2074",4,1360,0.503906633906634,77.40478515625
"2075",5,1360,0.713097713097713,77.40478515625
"2076",6,1360,0.936439227194913,77.40478515625
"2077",7,1360,0.314864666438256,77.40478515625
"2078",8,1360,0.707599932208314,77.40478515625
"2079",9,1360,0.533245588378668,77.40478515625
"2080",10,1360,0.709338645810276,77.40478515625
"2081",1,1360,0.709289187994302,77.40478515625
"2082",2,1360,0.963933144365165,77.40478515625
"2083",3,1360,0.724271940181031,77.40478515625
"2084",4,1360,0.504404151434109,77.40478515625
"2085",5,1360,0.711732998597061,77.40478515625
"2086",6,1360,0.939451927087167,77.40478515625
"2087",7,1360,0.310413786292712,77.40478515625
"2088",8,1360,0.706124852767962,77.40478515625
"2089",9,1360,0.528254806986643,77.40478515625
"2090",10,1360,0.711194340407824,77.40478515625
