"","dst","lambda","cr","ol"
"524",4,1060,0.332606473594549,60.3302001953125
"525",5,1060,0.287212569755016,60.3302001953125
"526",6,1060,0.990611030792495,60.3302001953125
"527",7,1060,0.949385749385749,60.3302001953125
"528",8,1060,0.878219211522031,60.3302001953125
"529",9,1060,0.764032343740778,60.3302001953125
"530",10,1060,0.274590325765054,60.3302001953125
"531",1,1060,0.22076883075323,60.3302001953125
"532",2,1060,0.992569246931611,60.3302001953125
"533",3,1060,0.850195870519278,60.3302001953125
"534",4,1060,0.324825344123954,60.3302001953125
"535",5,1060,0.285765336509827,60.3302001953125
"536",6,1060,0.99058854718982,60.3302001953125
"537",7,1060,0.947061937533086,60.3302001953125
"538",8,1060,0.879916356591531,60.3302001953125
"539",9,1060,0.75352362904181,60.3302001953125
"540",10,1060,0.268007761454085,60.3302001953125
"541",1,1060,0.225021893161372,60.3302001953125
"542",2,1060,0.992864371821315,60.3302001953125
"543",3,1060,0.848957874004174,60.3302001953125
"544",4,1060,0.339393101541439,60.3302001953125
"545",5,1060,0.286438878622262,60.3302001953125
"546",6,1060,0.990067930043681,60.3302001953125
"547",7,1060,0.938880328710837,60.3302001953125
"548",8,1060,0.878189755887598,60.3302001953125
"549",9,1060,0.759741404642962,60.3302001953125
"550",10,1060,0.266589382795011,60.3302001953125
"551",1,1060,0.227138877835257,60.3302001953125
"552",2,1060,0.992376716203013,60.3302001953125
"553",3,1060,0.851001681763196,60.3302001953125
"554",4,1060,0.331012878524191,60.3302001953125
"555",5,1060,0.28284,60.3302001953125
"556",6,1060,0.990763085628693,60.3302001953125
"557",7,1060,0.932237169905331,60.3302001953125
"558",8,1060,0.87780456146857,60.3302001953125
"559",9,1060,0.759246254681648,60.3302001953125
"560",10,1060,0.266311901830745,60.3302001953125
"561",1,1060,0.230729538779074,60.3302001953125
"562",2,1060,0.993171569129855,60.3302001953125
"563",3,1060,0.849698866320264,60.3302001953125
"564",4,1060,0.327767043886282,60.3302001953125
"565",5,1060,0.288530040370458,60.3302001953125
"566",6,1060,0.991157170955852,60.3302001953125
"567",7,1060,0.939771547248183,60.3302001953125
"568",8,1060,0.881835728072057,60.3302001953125
"569",9,1060,0.76185395922238,60.3302001953125
"570",10,1060,0.271609865112938,60.3302001953125
"571",1,1060,0.225624304119612,60.3302001953125
"572",2,1060,0.992767028957579,60.3302001953125
"573",3,1060,0.85103343730869,60.3302001953125
"574",4,1060,0.33590842053515,60.3302001953125
"575",5,1060,0.28180808000635,60.3302001953125
"576",6,1060,0.990724859707259,60.3302001953125
"577",7,1060,0.942528735632184,60.3302001953125
"578",8,1060,0.875593156843157,60.3302001953125
"579",9,1060,0.75890936573455,60.3302001953125
"580",10,1060,0.267945422187067,60.3302001953125
"581",1,1060,0.225154969006199,60.3302001953125
"582",2,1060,0.992796964435012,60.3302001953125
"583",3,1060,0.852992309278958,60.3302001953125
"584",4,1060,0.328790813503044,60.3302001953125
"585",5,1060,0.280774328286277,60.3302001953125
"586",6,1060,0.990568379250434,60.3302001953125
"587",7,1060,0.93717277486911,60.3302001953125
"588",8,1060,0.876547371001348,60.3302001953125
"589",9,1060,0.754913498881958,60.3302001953125
